<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ROSN,D,06/03/08,000000,204.9700000,205.5700000,199.9800000,199.9800000,9744159
ROSN,D,07/03/08,000000,197.3400000,199.3000000,195.0000000,196.0700000,11177732
ROSN,D,11/03/08,000000,194.6100000,203.4500000,194.5000000,202.2000000,9815128
ROSN,D,12/03/08,000000,204.0000000,206.8200000,202.4900000,204.1400000,11622792
ROSN,D,13/03/08,000000,201.8900000,204.2000000,199.7700000,200.5500000,7850673
ROSN,D,14/03/08,000000,202.3600000,206.4600000,199.2200000,201.4900000,13632138
ROSN,D,17/03/08,000000,198.8900000,199.0000000,190.5500000,195.0000000,13552128
ROSN,D,18/03/08,000000,195.5900000,196.6300000,191.8000000,195.4500000,12680425
ROSN,D,19/03/08,000000,197.7700000,198.3000000,192.3000000,193.8100000,8689865
ROSN,D,20/03/08,000000,190.1000000,192.1000000,186.4500000,187.9900000,11855848
ROSN,D,21/03/08,000000,189.0500000,193.2000000,187.9100000,193.0100000,8975167
ROSN,D,24/03/08,000000,193.0400000,199.8000000,191.1300000,199.8000000,7930443
ROSN,D,25/03/08,000000,198.9800000,201.3700000,193.0000000,193.9100000,13824593
ROSN,D,26/03/08,000000,194.7900000,199.3000000,194.6000000,198.2000000,9297302
ROSN,D,27/03/08,000000,197.9700000,208.5000000,197.5100000,206.4600000,24579150
ROSN,D,28/03/08,000000,208.5000000,214.0000000,207.5000000,212.9000000,21853040
ROSN,D,31/03/08,000000,211.5000000,213.8000000,209.6200000,211.2100000,10912386
ROSN,D,01/04/08,000000,211.9300000,215.9700000,207.8400000,212.9000000,14700018
ROSN,D,02/04/08,000000,215.7500000,215.7500000,208.6000000,213.7700000,13565830
ROSN,D,03/04/08,000000,215.3000000,217.0800000,211.3300000,212.4000000,11035285
ROSN,D,04/04/08,000000,212.7600000,215.8000000,211.5000000,213.4000000,8641722
ROSN,D,07/04/08,000000,215.5000000,220.2500000,215.0300000,219.8500000,15354950
ROSN,D,08/04/08,000000,219.0000000,221.0000000,215.8400000,216.1000000,19922490
ROSN,D,09/04/08,000000,215.9000000,221.5000000,215.8000000,220.6000000,14452200
ROSN,D,10/04/08,000000,220.5200000,227.4900000,219.4000000,227.2000000,21945607
ROSN,D,11/04/08,000000,228.7400000,229.3200000,221.1400000,222.5000000,19804498
ROSN,D,14/04/08,000000,219.8000000,225.8700000,219.6000000,224.0000000,12446036
ROSN,D,15/04/08,000000,226.8000000,231.0000000,225.1500000,231.0000000,26515668
ROSN,D,16/04/08,000000,232.0000000,233.1500000,229.0000000,231.9000000,21448538
ROSN,D,17/04/08,000000,230.4000000,234.2400000,227.2200000,227.8000000,20201158
ROSN,D,18/04/08,000000,229.3000000,235.0000000,228.0000000,231.9600000,11170328
ROSN,D,21/04/08,000000,233.0000000,234.2500000,228.0000000,229.0000000,8326253
ROSN,D,22/04/08,000000,228.2000000,231.9000000,228.2000000,231.1300000,6427376
ROSN,D,23/04/08,000000,231.6500000,234.2200000,229.6100000,233.8000000,9764039
ROSN,D,24/04/08,000000,233.9800000,234.8500000,228.0000000,229.8700000,9641686
ROSN,D,25/04/08,000000,230.0000000,232.7000000,228.5000000,232.3200000,5590174
ROSN,D,28/04/08,000000,232.4000000,235.0000000,232.0000000,233.0100000,4370998
ROSN,D,29/04/08,000000,233.1400000,233.3000000,230.8200000,232.3000000,4183842
ROSN,D,30/04/08,000000,231.9000000,231.9900000,229.2500000,231.2000000,6311285
ROSN,D,04/05/08,000000,233.0000000,234.3000000,231.3600000,232.3000000,1763016
ROSN,D,05/05/08,000000,231.9000000,232.4800000,229.6000000,231.5000000,3212532
ROSN,D,06/05/08,000000,232.5000000,233.4800000,228.3100000,229.7000000,7732315
ROSN,D,07/05/08,000000,231.3800000,233.3500000,230.0500000,232.9900000,8692775
ROSN,D,08/05/08,000000,232.0000000,249.7000000,231.7200000,248.5600000,31624639
ROSN,D,12/05/08,000000,253.0000000,263.0000000,249.0200000,259.5000000,20874170
ROSN,D,13/05/08,000000,259.9100000,265.9900000,254.5500000,264.5100000,15993275
ROSN,D,14/05/08,000000,266.5100000,282.0000000,263.0500000,280.9000000,20193554
